Yes,Feedel Bistro,Tamar Telahun and Simon Gebru,Ethiopian & Eritrean,North Druid Hills,"3125 Briarcliff Rd NE, Atlanta, GA 30329",http://feedelbistro.com/,feedelbistro
Yes,Fresh Smoothie Cafe,Eshe N.,Smoothie,Jonesboro,"1287 SPUR 138 STE 1, JONESBORO GA 30236",https://www.freshsmoothiecafe.com/online-ordering,freshsmoothiecafe
Yes,Fresh Treats Bistro,Norman Trawick,"Fresh, Healthy",Decatur,"3148 Glenwood Rd, Decatur, GA 30032",https://www.freshtreatsbistro.com/,freshtreats
,Fit Foodies Bistro,Andree Simmons,"Meal Prep, Rice bowls, vegan",Mableton/Austell,3999 Austell Road Suite 355 AUSTELL GA 30106,,
,The Fusion Chefs Eatery,Chef X and Chef Theo,"Catering, Fusion Comfort",Fayetteville,"455 Glynn St S STE 103, Fayetteville, GA 30214",https://thefusionchefseatery.weebly.com/,thefusionchefs
Yes,Garden Parc,Shema Fulton,"Eventspace, Brunch, Catering",Cascade,"792 Cascade Ave SW, Atlanta, GA 30310",https://www.gardenparcatl.com/,gardenparcatl
Yes,Gilly Brew Bar,Daniel Brown,Coffee and Tea,Stone Mountain,"5329 Mimosa Dr, Stone Mountain, GA 30083",https://www.gillybrewbar.com/,gillybrewbar
Yes,Good Karma Coffee House,Sharonda Frazier,Coffee,Avondale Estates,"31 N Avondale Rd, Avondale Estates, GA 30002",http://www.goodkarmacoffeehouse.com/,goodkarmacoffee
Yes,Grass VBQ Joint,Terry S.,Vegan BBQ,Piedmont Park (Orpheus Brewing),"1440 Dutch Valley Pl NE, Atlanta, Georgia 30324",https://grassvbqjoint.com/,grass_vbq_joint
Yes,The Harp,Jarrett Gray,"Taproom, restaurant, bar food",Grant Park,"350 Memorial Drive SE, Atlanta, GA 30312",https://www.theharpatl.com/,theharpatl
Yes,Hattie Maries,Willie and Ramona Griggie,BBQ (Texas Style) and Cajun,College Park,"3699 GA-139, College Park, GA 30337",https://www.hattiemariesbarbecue.com/,hattiemariesbbq
,Healthful Essence,Princess Dixon,caribbean vegan vegetarian,West End,"875 York Ave SW, Atlanta, GA 30310",https://healthfullessence.com/,healthfullessencevegancuisine
,Healthy Living by Court,Courtney Brown,Personal Chef,South Fulton,"Online, Mobile",https://www.chefcourtneybrown.com/,Chefcourt1
Yes,Hebrew Bakes,YIHOYAKEEN HILLS,vegan bakery,West End,"879 A Ralph David Abernathy Blvd, Atlanta, GA 30310",https://www.hebrew-bakes.com/,hebrewbakes
Yes,Helens Hot Chicken,Jeremy Mallard and Lasonya Morrow,Southern comfort,Sweet Auburn,"200 Edgewood Ave NE, Atlanta, GA 30303",https://www.helenshotchicken.com,helens_atl
Yes,Herbs Rib Shack ,,Ribs,Marietta,"186 Windy Hill Rd, Marietta, GA 30060",https://www.facebook.com/pages/Herbs-Rib-Shack/845924385799166,
Yes,Hodgepodge Coffeehouse,Krystle Rodriguez,"Coffee, Desserts, Art Gallery",Ormewood Park,"720 Moreland Avenue, SE, Atlanta, GA 30316",https://hodgepodgecoffee.com/menu/,hodgepodgecoffee
Yes,Hodgepodge Coffeehouse,Krystle Rodriguez,"Coffee, Desserts, Art Gallery",Reynoldstown,"1 Moreland Avenue, SE, Suite C, Atlanta GA 30316",https://hodgepodgecoffee.com/menu/,hodgepodgecoffee
,The House Restaurant,Christiana Latrice,BBQ,East Lake,"1719 Candler Rd. Decatur, GA 30032",https://www.atlthehouse.com/,atlthehouse
Yes,Jamrock,Dexter G. Born,Jamaican,Sweet Auburn,"111 M.L.K. Jr Dr SW, Atlanta, GA 30303",https://www.jamrockrestaurant.com/,jamrockrestaurant
Yes,Jamrock,Dexter G. Born,Jamaican,East Atlanta Village,"381 Moreland Ave SE, Atlanta, GA 30316",https://www.jamrockrestaurant.com/,jamrockrestaurant
Yes,Jayida Che Herbal Tea Spot,Aleathia Saleem and Mariyah Sabir,Tea,East Lake,"566 Fayetteville Rd SE, Atlanta, GA 30316",https://jayidache.com/,jayidacheteaspot
Yes,Jayida Che Herbal Tea Spot,Aleathia Saleem and Mariyah Sabir,Tea,East Atlanta,"749 Moreland Ave SE suite a-101, Atlanta, GA 30316",https://jayidache.com/,jayidacheteaspot
Yes,Johnnie & Clydes,Monica and Obasi,"Catering, Meals to Go",Online,Online,https://www.johnnieandclydes.com/,johnnieandclyde
Yes,Just Add Honey,Brandi Shelton,Tea Shop,Sweet Auburn,"209 Edgewood Ave NE, Atlanta, GA 30303",https://justaddhoney.net/,justaddhoney
,Just Add Honey,Brandi Shelton,Tea Shop,Inman Park (Beltline),"684 John Wesley Dobbs Ave NE Unit E, Atlanta, GA 30312",https://justaddhoney.net/,justaddhoney
Yes,Just Loaf’n Po Boys,Darren Williams,Cajun,Marietta Square,"68 North Marietta pkwy.N.W #109, Marietta, GA 30060",https://www.justloafnpoboys.com/,justloafn
Yes,Just Loaf’n Po Boys,Darren Williams,Cajun,Cabbagetown,"371 Boulevard SE, Atlanta, GA 30312",https://www.justloafnpoboys.com/,justloafn
Yes,K&K Soulfood Atlanta,Kimario Smith,Soul,Bankhead,"881 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318",http://www.kksoulfood.com/,kksoulfood
,Kemboocha,Kemiko,Kombucha,Douglasville,Online and many retail locations,https://kemboocha.com/,kemboocha
Yes,King Cones ATL,Xhef Marlo,,Truck,Truck,https://www.chefmarlo.com/kingcones,kingconesatl
Yes,kupcakerie,Henry and Kascha Adeleye,Cupcakes,East Point,"2781 Main St, East Point, GA 30344",https://www.kupcakerie.com,kupcakerie
Yes,Lickety Split Southern Kitchen,Melissa Harris,Southern,Hapeville,"1155 Virginia Ave Suite F, Hapeville, GA 30354",https://www.hapevillesoulfood.com/,licketysplitsouthernkitchen
Yes,La Petit Marche,Marchet Sparks,Brunch,Kirkwood,"1984 Hosea L Williams Dr NE, Atlanta, GA 30317",https://www.lepetitmarche.net/,lepetitmarche1
Yes,Local Green Atlanta,Zak Wallace,Healthy Soul,Historic Westside/Downtown,"19 Joseph E. Lowery Blvd NW, Atlanta, GA 30314",https://www.localgreenatlanta.com/,localgreenatlanta
Yes,Lov'n It Live,Vincent Stretcher and Judy Harper,"Organic, Vegan",East Point,"2796 E Point St, East Point, GA 30344",https://www.lovingitlive.com/,lovingitlive
Yes,Lucky Lotus,Chantel Jiroch,Juice,Ponce City Market,"675 Ponce De Leon Ave NW, Atlanta, Ga. 30308",https://www.loveluckylotus.com/,luckylotusjuice
,Marlee Street Eatz,Marlene Baker,Caribbean,Decatur,"747 E College Ave. Suite A Decatur, GA 30030",https://www.facebook.com/Marleestreeteatz/,marleestreeteatz
Yes,Mangos Caribbean,Matthew Nelson,Caribbean,Sweet Auburn,"180 Auburn Ave NE, Atlanta, GA 30303",http://mangoscaribbeanrestaurant.com/,mangosatl
Yes,Mangos Caribbean,Matthew Nelson,Caribbean,Downtown,"806 Ralph David Abernathy Blvd SW, Atlanta, GA 30310",http://mangoscaribbeanrestaurant.com/,mangosatl
,MELA Ethiopian Kitchen,Getachew A,Ethiopian,Decatur,"1359 Clairmont Rd, Decatur, Georgia 30033",https://melaethiopiankitchen.com/,mela_ethiopian_kitchen
Yes,MJ's Pies and Chais,Malikah Jordan,Pies and Chais,Doraville,"3300 Marjan Dr, Atlanta, GA 30340",https://mjspiesandchais.com/collections/all,mjspiesandchais
,Morelli's Ice Cream,Donald Sargent,Ice Cream,East Atlanta,"749 Moreland Ave SE # B102, Atlanta, GA 30316",https://www.morellisicecream.com/,morellis
,Ms Iceys Kitchen and Bar,Slim Walker,Southern Caribbean Fusion,Decatur,"1371 CLAIRMONT RD, DECATUR GA 30033",http://www.msiceys.com/,msiceyskitchen
Yes,My Coffee Shop,Linda Buice-Bailey,Homestyle Cooking,East Lake,"2462 Memorial Dr SE, Atlanta, GA 30317",https://mycoffeeshopelake.com/,
,Mzizi Coffee Roaster,Hassan,"Coffee, Tea",Marietta / East Cobb,"2995 Johnson Ferry Road #220 Marietta, GA 30062",https://mzizi-coffee-roaster.business.site/,mzizicoffeeroaster
Yes,Negril Village ATL,Slim Walker,Caribbean,Midtown,"30 North Avenue NE, Atlanta, GA 30308",https://negrilvillageatl.com/,negrilvillageatl
Yes,Old Lady Gang,Kandi Burruss-Tucker and Todd Tucker,Southern,Downtown,"177 Peters St SW, Atlanta, GA 30313",http://oldladygang.com/,oldladygang
Yes,One Luv Cafe,Sandy Soulfood Howard,Caribbean & Soulfood,Riverside,"2102 Hollywood Rd NW Suite B, Atlanta GA 30318",https://onelovecafeatl.com/,oneluvcafeatl
,The Original Hot Dog Factory,Dennis McKinley ,"Hotdogs, Fries, Shakes",Smyrna,"1529 Spring Rd SE E, Smyrna, GA 30080",https://www.theoriginalhotdogfactory.com/,theoriginalhotdogfactory/De
,Patchwork City Farms,Jamila Norman,"Farm, Local Produce",Oakland City,"902 Pinehurst Terrace SW, Atlanta, GA, 30310",https://www.patchworkcityfarms.com/,patchworkcityfarms
Yes,Peach Drop,"Sevyn Nichelle, Imani, Annie",Coffee/Tea/Health Food,Mabelton,"1400 Veterans Memorial Hwy SE Mableton, GA 30126",https://www.facebook.com/Peach-Drop-Nutrition-104578127730833/,peachdropnutrition_
Yes,Philips Barbeque Co.,Rasheed Philips,"BBQ, Catering",Online,Online,https://philipsbarbequeco.com/,philipsbarbequeco
Yes,Pit Boss BBQ,Wade and Tracy McSwain,BBQ,Eagan Park/Hapeville,"856 Virginia Ave, Hapeville, GA 30354",https://pitboss-bbq.com/,
Yes,Pizza Jeans (Root Baking PopUp),Nicole Lewis-Wilkins,Pizza,Ponce City Market,"675 Ponce De Leon Ave NE NE224, Atlanta, GA 30308",https://www.rootbaking.com/,pizzajeansatl
Yes,Plant Based Pizzeria,Paul Jordan and Marisa Acoff,"Pizza, Vegan",Poncey-Highland,"730 Barnett St NE, Atlanta, GA 30306",https://www.plantbasedpizzeria.net/,plantbasedpizzeria
Yes,Portrait Coffee,Aaron Fender and Khalid Smith,Coffee,Order Online (for now),Online (for now),https://portrait.coffee/,portraitcoffeeatl
Yes,PUNCHO's Late-Nite Fry Trap,Brandon Williams and Ebony Blanding,Loaded Fries and Sandwiches,Pittsburgh,"322-316 Delevan St SW, Atlanta, GA 30315",https://www.eatpunchos.com/,thefrytrap
,Purple Corkscrew,Steffini Betha,Wineshop ,Avondale,"32 N Avondale Rd — Avondale Estates, GA",https://www.purplecorkscrew.com/,purplecorkscrewwine
,Quickfixe by Michelle ,Michelle Ferrell Rogers ,"Catering, Meal Prep, Classes",Metro Atlanta,Online (STONE MOUNTAIN),www.quickfixe.com ,
Yes,Richard's Southern Fried,Todd Richards,Hot Chicken,Krog Street Market,"99 Krog St NE T, Atlanta, GA 30307",https://www.richardssouthernfried.com/,richardssouthernfried
Yes,Roc South,Virgil Harper,Southern,Brookhaven,"3009 Buford Hwy NE, Atlanta, GA 30329",https://www.rocsouth.com/,rocsouthcuisine
Yes,Rosie’s Coffee Cafe,Sheri Ricks,Coffee,Downtown,"48 Northside DrAtlanta, GA 30313",https://rosiescoffeecafe.com/,rosiescafeatl
Yes,Rosie’s Coffee Cafe,Sheri Ricks,Coffee,East Point,"2330 Sylvan Rd, Atlanta, GA 30344",https://rosiescoffeecafe.com/,rosiescafeatl
Yes,Root Baking,Nicole Lewis-Wilkins,Bakery,Ponce City Market,"675 Ponce De Leon Ave NE NE224, Atlanta, GA 30308",https://www.rootbaking.com/,rootbakingco
Yes,Sevananda,Ahzjah Simons,Market,Little 5 Points,"467 Moreland Ave NE, Atlanta, GA 30307",https://sevananda.coop/,sevananda_atl
Yes,Slim and Husky's Pizza,"Emmanuel Reed, Derrick Moore, Clinton Gray",Pizza,GA Tech/Knight Park,"1016 Howell Mill Rd, Atlanta, GA 30318",https://slimandhuskys.com/order-online/,slimandhuskys
Yes,Slim and Husky's Pizza,"Emmanuel Reed, Derrick Moore, Clinton Gray",Pizza,West End/Mechanicsville,"581 Metropolitan Pkwy, Atlanta, GA 30310",https://slimandhuskys.com/order-online/,slimandhuskys
Yes,Slutty Vegan,Pinky Cole,Vegan,Westview,"1542 Ralph David Abernathy Blvd SW, Atlanta, GA 30310",https://sluttyveganatl.com/,sluttyveganatl
,Soulful Taste,Mary and Cat,,Decatur,"1804 Columbia Dr., Decatur, GA 30032",https://soulfultastecafe.com,soulfultastecafe
Yes,Soul Vegetarian,Yafah B. Israel,Vegan Comfort and Soul,West End,"879 Ralph David Abernathy Blvd SW, Atlanta, GA 30310",https://soulvegsouth.com/,soulvegetarian1
Yes,Soul Vegetarian No. 2,Yafah B. Israel,Vegan Comfort and Soul,Poncey-Highland,"652 North Highland Avenue Northeast, Atlanta, GA 30306",https://soulvegsouth.com/,soulvegetarian2
Yes,Springreens Community Cafe,Jamilah and Muhammad,Healthy Soul,East Lake,"566 Fayetteville Rd SE, Atlanta, GA 30316",https://www.springreenscommunitycafe.com,springreens.atl
Yes,Sublime Donuts,Kamal Grant,Donuts,North Druid Hills,"2566 Briarcliff Rd NE, Atlanta, GA 30329",http://www.sublimedoughnuts.com/,sublimedoughnuts
Yes,Sublime Donuts,Kamal Grant,Donuts,GA Tech,"535 10th St NW, Atlanta, GA 30318",http://www.sublimedoughnuts.com/,sublimedoughnuts
,Supreme Burgers,Waleed Shamsid-Deen,Burgers,Decatur,"1827 Columbia Dr suite a, Decatur, GA 30032",http://www.supremeburger.us/,thesupremeburger
Yes,Sweet Auburn Seafood,Paul Williams,Seafood,"Sweet Auburn, Old Fourth Ward","171 Auburn Ave NE P, Atlanta, GA 30303",http://sweetauburnseafood.com/saswordpress/,sweetauburnseafood
Yes,Say Cheese Sweet Cakes,Monica and Obasi,"Cakes, Catering",Online,Online,https://saycheesesweetcakes.bigcartel.com/,saycheesesweetcakes
Yes,Sweet Cheats,Shirley Hughes Tubbs,Dessert,Cabbage Town,"692 B Kirkwood Ave SE UNIT B1, Atlanta, GA 30316",https://sweetcheatsatlanta.com/,
Yes,Tasillis Raw Reality,​TASSILI MA’AT,"Raw, Vegan, international",West End,"1059 Ralph David Abernathy Blvd, Atlanta, GA 30310",https://www.tassilisrawreality.com/,tassilisraw
Yes,TDH South,Hank Johnson,"BBQ, Wings",College Park,"3807 Main St, Atlanta, GA 30337",https://tomdickandhank.com/,tomdickandhank
Yes,TDH Downtown,Hank Johnson,"BBQ, Wings",Downtown,"191 Ralph David Abernathy Blvd SW, Atlanta, GA 30312",https://tomdickandhank.com/,tomdickandhank
Yes,The Beautiful Restaurant,The Perfect Church,Soul,Adams Park,"2260 Cascade Rd SW, Atlanta, GA 30311",http://www.beautifulrestaurant-atlanta.com/,
Yes,The Real Milk and Honey Atlanta,Sammy Davis and Monique Rose,Brunch,College Park,"3719 Main St, College Park, GA 30337",https://www.milknhoneycafe.com/,therealmilkandhoneyatl
Yes,This Is It! BBQ & Seafood,Shelley (Butch) Anthony III,"BBQ, Seafood",Avondale Estates,"4065 Memorial Drive, Decatur, GA",https://thisisitbbq.com/,thisisitbbqandseafood
Yes,Thompson Brothers BBQ,Thompson Family,BBQ,Smyrna,"2445 Cobb Parkway, Smyrna, GA 30080",http://www.thompsonbbq.com/,
Yes,Three Parks Wine Shop,Sarah Pierre,Wine,"Grant, Glenwood & Ormewood Parks","451 Bill Kennedy Way SE c, Atlanta, GA 30316",http://www.3parkswine.com/,3parkswine
Yes,Trend Urban Cafe,Donnie “Wic” Wicker,"Casual, Healthy, Vegan",Stone Mountain,"5370 Rockbridge Rd SW #790, Stone Mountain, GA 30087",https://trendurbancafe.com/,trendurbancafe
,Transcending Tea,,Tea Shop,Kennesaw,"400 Ernest W Barrett Pkwy NW, Kennesaw, GA 30144",https://www.transcendingtea.com/,TrancendingTea
Yes,Triple Jays Pizza,LaSonia Terrence,Pizza,Midtown,"1020 Piedmont Ave NE, Atlanta, GA 30309",https://www.triplejayspizza.com/,triplejayspizza
Yes,Twisted Soul Cookhouse and Pours,Deborah VanTrece,Modern Soul,West End,"1133 Huff Rd NW #D, Atlanta, GA 30318",https://www.twistedsoulcookhouseandpours.com/,twistedsoulcookhouse
Yes,Urban Grind,Cassandra Ingram,Coffee,GA Tech,"962 Marietta St NW, Atlanta, GA 30318",https://www.urbangrindatlanta.com/,urbangrindatl
Yes,Vintage Frozen Custard,Malik and Kelly Wilder,Frozen Yogurt,Roswell,"1075 Canton St, Roswell, GA 30075",http://www.tastevintage.com/,tastevintage
Yes,Virgils Gullah Kitchen & Bar,Gee Smalls and Juan Smalls,Gullah Geechee,College Park,"3721 Main St, College Park, GA 30337",https://virgilsgullahkitchen.com/,virgilsgullahkitchen
,Viva La Vegan,,"Vegan, Vegetarian",Capitol View,"1265 Lee Street Southwest, Atlanta, Georgia 30310",https://vivalavegan.godaddysites.com/,realvivalavegan
Yes,The Wyatts Country BBQ,Oscar Wyatt,BBQ,Edgewood,1674 Memorial Dr SE,https://www.facebook.com/sgtwyattscountrybbq/,sgt_wyatts_country_bbq
Yes,The Wing Bar,Erica Jones,Wings,Decatur,494 FLAT SHOALS AVE. 30316,https://www.thewingbaratl.com/order-online,thewingbaratl
Yes,Yasin's Homestyle Seafood,Kenneth Coggins,"Casual, Seafood",College Park,"5340 Old National Highway College Park, Georgia 30349",https://yasins.net/menu,yasinshomestyle3000
Yes,Yasin's Homestyle Seafood,Kenneth Coggins,"Casual, Seafood",Adamsville,"3541 Martin Luther King Junior Drive Northwest, Atlanta, GA",https://yasins.net/menu,yasinshomestyle3000
Yes,Yasin's Homestyle Seafood,Kenneth Coggins,"Casual, Seafood",West End,"1080 Ralph David Abernathy Blvd, Atlanta, GA 30310",https://yasins.net/menu,yasinshomestyle3000
,ZUN ZÚN,Kevin and Terrance Allen,Afro-Latin,East Atlanta Village,"479-B Flat Shoals Ave, Atlanta, Georgia",https://zunzunatl.com/,zunzunatl
